#Thorlabs FTS
[SpectrumHeader]
#Date;20230310
#Time;13095800
#GMTTime;16095800
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;1.000000
#TriggerMode;0
#InterferometerSerial;M00404267
#Source;
#AirMeasureOpt;0
#WnrMin;9801.955078
#WnrMax;51689.597656
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.934625244e+02;1.626146585e-02
1.936655121e+02;1.596329734e-02
1.938684998e+02;1.851128228e-02
1.940715179e+02;1.810468920e-02
1.942745514e+02;2.008344233e-02
1.944776001e+02;1.458088122e-02
1.946806641e+02;1.796915755e-02
1.948837433e+02;1.870102622e-02
1.950868378e+02;1.623436064e-02
1.952899628e+02;1.729150303e-02
1.954930878e+02;1.894498058e-02
1.956962280e+02;1.506879367e-02
1.958993835e+02;2.100505307e-02
1.961025696e+02;1.777941361e-02
1.963057556e+02;1.913472451e-02
1.965089722e+02;1.552959904e-02
1.967122040e+02;1.908051223e-02
1.969154358e+02;1.658674143e-02
1.971186981e+02;2.154717781e-02
1.973219757e+02;1.913472451e-02
1.975252533e+02;1.799626462e-02
1.977285614e+02;1.813179441e-02
1.979318848e+02;1.807758212e-02
1.981352234e+02;1.615304127e-02
1.983385773e+02;2.013765462e-02
1.985419464e+02;1.788783818e-02
1.987453461e+02;1.742703281e-02
1.989487457e+02;1.815890148e-02
1.991521606e+02;1.929736137e-02
1.993555908e+02;1.580066048e-02
1.995590515e+02;1.824021898e-02
1.997625122e+02;1.821311377e-02
1.999660034e+02;1.805047691e-02
2.001694946e+02;1.872813143e-02
2.003730164e+02;1.975816675e-02
2.005765533e+02;1.666805893e-02
2.007800903e+02;1.956842467e-02
2.009836578e+02;1.821311377e-02
2.011872406e+02;2.016475983e-02
2.013908386e+02;1.729150303e-02
2.015944519e+02;1.693912223e-02
2.017980804e+02;1.840285771e-02
2.020017242e+02;1.975816675e-02
2.022053833e+02;1.739992760e-02
2.024090576e+02;1.899919286e-02
2.026127472e+02;1.929736137e-02
2.028164520e+02;2.019186690e-02
2.030201721e+02;1.880945079e-02
2.032239227e+02;1.918893680e-02
2.034276733e+02;1.989369839e-02
2.036314545e+02;1.837575063e-02
2.038352356e+02;1.767098904e-02
2.040390472e+02;1.824021898e-02
2.042428589e+02;1.739992760e-02
2.044467010e+02;2.149296552e-02
2.046505585e+02;1.628857292e-02
2.048544159e+02;1.962263696e-02
2.050583038e+02;1.775230840e-02
2.052622070e+02;1.832153834e-02
2.054661255e+02;1.848417521e-02
2.056700592e+02;1.829443127e-02
2.058740082e+02;1.829443127e-02
2.060779724e+02;1.777941361e-02
2.062819519e+02;1.805047691e-02
2.064859467e+02;1.810468920e-02
2.066899567e+02;1.810468920e-02
2.068939972e+02;1.870102622e-02
2.070980377e+02;1.777941361e-02
2.073020935e+02;1.731860824e-02
2.075061798e+02;1.721018367e-02
2.077102661e+02;1.786073297e-02
2.079143677e+02;1.807758212e-02
2.081184998e+02;1.834864542e-02
2.083226471e+02;2.013765462e-02
2.085267944e+02;1.870102622e-02
2.087309723e+02;1.935157366e-02
2.089351654e+02;1.872813143e-02
2.091393585e+02;1.523143053e-02
2.093435822e+02;1.845706999e-02
2.095478210e+02;1.913472451e-02
2.097520752e+02;1.983948611e-02
2.099563446e+02;1.650542207e-02
2.101606293e+02;1.927025616e-02
2.103649292e+02;1.986659318e-02
2.105692444e+02;1.726439595e-02
2.107735748e+02;1.837575063e-02
2.109779205e+02;1.699333452e-02
2.111822815e+02;1.699333452e-02
2.113866730e+02;2.195377089e-02
2.115910645e+02;1.821311377e-02
2.117954712e+02;1.818600670e-02
2.119999084e+02;1.742703281e-02
2.122043457e+02;1.813179441e-02
2.124088135e+02;1.956842467e-02
2.126132813e+02;1.851128228e-02
2.128177795e+02;1.981237903e-02
2.130222778e+02;2.062556520e-02
2.132268066e+02;1.851128228e-02
2.134313507e+02;1.764388382e-02
2.136359100e+02;1.593619213e-02
2.138404694e+02;1.878234372e-02
2.140450592e+02;1.815890148e-02
