"File_221110_214932 - RawData"
"Wavelength nm.","Abs."
300.00,0.04910
300.50,0.01137
301.00,0.01138
301.50,0.03627
302.00,0.00739
302.50,0.00627
303.00,0.00740
303.50,0.01102
304.00,0.00441
304.50,0.00478
305.00,0.00494
305.50,0.00514
306.00,-0.00214
306.50,-0.00465
307.00,-0.00429
307.50,0.00139
308.00,-0.00027
308.50,0.00073
309.00,-0.00377
309.50,-0.00249
310.00,-0.00473
310.50,-0.00583
311.00,-0.00584
311.50,-0.00618
312.00,-0.00946
312.50,-0.00922
313.00,-0.01057
313.50,-0.01111
314.00,-0.01221
314.50,-0.01253
315.00,-0.01384
315.50,-0.01404
316.00,-0.01418
316.50,-0.01367
317.00,-0.01439
317.50,-0.01457
318.00,-0.01462
318.50,-0.01479
319.00,-0.01627
319.50,-0.01672
320.00,-0.01775
320.50,-0.01863
321.00,-0.01950
321.50,-0.01973
322.00,-0.02019
322.50,-0.02048
323.00,-0.02089
323.50,-0.02119
324.00,-0.02107
324.50,-0.02129
325.00,-0.02136
325.50,-0.02151
326.00,-0.02119
326.50,-0.02110
327.00,-0.02176
327.50,-0.02269
328.00,-0.02293
328.50,-0.02304
329.00,-0.02287
329.50,-0.02348
330.00,-0.02361
330.50,-0.02370
331.00,-0.02399
331.50,-0.02420
332.00,-0.02448
332.50,-0.02451
333.00,-0.02434
333.50,-0.02460
334.00,-0.02449
334.50,-0.02457
335.00,-0.02501
335.50,-0.02496
336.00,-0.02446
336.50,-0.02481
337.00,-0.02480
337.50,-0.02507
338.00,-0.02544
338.50,-0.02541
339.00,-0.02553
339.50,-0.02562
340.00,-0.02672
340.50,-0.02798
341.00,-0.02565
341.50,-0.02551
342.00,-0.02547
342.50,-0.02553
343.00,-0.02554
343.50,-0.02551
344.00,-0.02559
344.50,-0.02531
345.00,-0.02585
345.50,-0.02574
346.00,-0.02557
346.50,-0.02576
347.00,-0.02580
347.50,-0.02571
348.00,-0.02538
348.50,-0.02573
349.00,-0.02591
349.50,-0.02585
350.00,-0.02565
350.50,-0.02559
351.00,-0.02612
351.50,-0.02602
352.00,-0.02567
352.50,-0.02571
353.00,-0.02599
353.50,-0.02591
354.00,-0.02542
354.50,-0.02531
355.00,-0.02559
355.50,-0.02571
356.00,-0.02583
356.50,-0.02524
357.00,-0.02544
357.50,-0.02580
358.00,-0.02602
358.50,-0.02545
359.00,-0.02522
359.50,-0.02539
360.00,-0.02574
360.50,-0.02582
361.00,-0.02536
361.50,-0.02536
362.00,-0.02577
362.50,-0.02579
363.00,-0.02560
363.50,-0.02544
364.00,-0.02562
364.50,-0.02602
365.00,-0.02586
365.50,-0.02544
366.00,-0.02528
366.50,-0.02534
367.00,-0.02551
367.50,-0.02527
368.00,-0.02509
368.50,-0.02502
369.00,-0.02533
369.50,-0.02554
370.00,-0.02515
370.50,-0.02502
371.00,-0.02505
371.50,-0.02524
372.00,-0.02518
372.50,-0.02478
373.00,-0.02467
373.50,-0.02507
374.00,-0.02533
374.50,-0.02496
375.00,-0.02457
375.50,-0.02444
376.00,-0.02486
376.50,-0.02502
377.00,-0.02483
377.50,-0.02429
378.00,-0.02428
378.50,-0.02475
379.00,-0.02484
379.50,-0.02464
380.00,-0.02432
380.50,-0.02451
381.00,-0.02487
381.50,-0.02490
382.00,-0.02457
382.50,-0.02405
383.00,-0.02408
383.50,-0.02448
384.00,-0.02501
384.50,-0.02472
385.00,-0.02420
385.50,-0.02440
386.00,-0.02483
386.50,-0.02501
387.00,-0.02469
387.50,-0.02440
388.00,-0.02429
388.50,-0.02446
389.00,-0.02475
389.50,-0.02464
390.00,-0.02411
390.50,-0.02403
391.00,-0.02422
391.50,-0.02473
392.00,-0.02495
392.50,-0.02446
393.00,-0.02399
393.50,-0.02406
394.00,-0.02437
394.50,-0.02458
395.00,-0.02440
395.50,-0.02405
396.00,-0.02400
396.50,-0.02435
397.00,-0.02455
397.50,-0.02448
398.00,-0.02411
398.50,-0.02377
399.00,-0.02396
399.50,-0.02435
400.00,-0.02443
400.50,-0.02412
401.00,-0.02388
401.50,-0.02388
402.00,-0.02415
402.50,-0.02438
403.00,-0.02429
403.50,-0.02385
404.00,-0.02357
404.50,-0.02379
405.00,-0.02419
405.50,-0.02429
406.00,-0.02403
406.50,-0.02368
407.00,-0.02351
407.50,-0.02370
408.00,-0.02414
408.50,-0.02423
409.00,-0.02388
409.50,-0.02347
410.00,-0.02344
410.50,-0.02374
411.00,-0.02403
411.50,-0.02396
412.00,-0.02365
