"File_221110_221826 - RawData"
"Wavelength nm.","Abs."
458.50,-0.01985
459.00,-0.01999
459.50,-0.01999
460.00,-0.01987
460.50,-0.01979
461.00,-0.01971
461.50,-0.01968
462.00,-0.01971
462.50,-0.01976
463.00,-0.01976
463.50,-0.01979
464.00,-0.01965
464.50,-0.01964
465.00,-0.01955
465.50,-0.01947
466.00,-0.01953
466.50,-0.01961
467.00,-0.01971
467.50,-0.01967
468.00,-0.01970
468.50,-0.01964
469.00,-0.01949
469.50,-0.01952
470.00,-0.01952
470.50,-0.01950
471.00,-0.01959
471.50,-0.01950
472.00,-0.01953
472.50,-0.01955
473.00,-0.01938
473.50,-0.01935
474.00,-0.01930
474.50,-0.01936
475.00,-0.01944
475.50,-0.01945
476.00,-0.01944
476.50,-0.01950
477.00,-0.01944
477.50,-0.01939
478.00,-0.01929
478.50,-0.01933
479.00,-0.01935
479.50,-0.01941
480.00,-0.01939
480.50,-0.01939
481.00,-0.01927
481.50,-0.01921
482.00,-0.01918
482.50,-0.01912
483.00,-0.01910
483.50,-0.01920
484.00,-0.01924
484.50,-0.01915
485.00,-0.01910
485.50,-0.01912
486.00,-0.01910
486.50,-0.01909
487.00,-0.01901
487.50,-0.01906
488.00,-0.01909
488.50,-0.01912
489.00,-0.01915
489.50,-0.01912
490.00,-0.01912
490.50,-0.01901
491.00,-0.01895
491.50,-0.01889
492.00,-0.01894
492.50,-0.01898
493.00,-0.01910
493.50,-0.01918
494.00,-0.01912
494.50,-0.01901
495.00,-0.01883
495.50,-0.01880
496.00,-0.01883
496.50,-0.01888
497.00,-0.01884
497.50,-0.01883
498.00,-0.01886
498.50,-0.01880
499.00,-0.01875
499.50,-0.01869
500.00,-0.01875
500.50,-0.01868
501.00,-0.01875
501.50,-0.01878
502.00,-0.01881
502.50,-0.01891
503.00,-0.01889
503.50,-0.01877
504.00,-0.01875
504.50,-0.01877
505.00,-0.01878
505.50,-0.01872
506.00,-0.01880
506.50,-0.01888
507.00,-0.01878
507.50,-0.01872
508.00,-0.01866
508.50,-0.01859
509.00,-0.01848
509.50,-0.01839
510.00,-0.01845
510.50,-0.01849
511.00,-0.01848
511.50,-0.01854
512.00,-0.01857
512.50,-0.01865
513.00,-0.01857
513.50,-0.01857
514.00,-0.01849
514.50,-0.01845
515.00,-0.01846
515.50,-0.01837
516.00,-0.01830
516.50,-0.01840
517.00,-0.01843
517.50,-0.01849
518.00,-0.01842
518.50,-0.01839
519.00,-0.01837
519.50,-0.01834
520.00,-0.01830
520.50,-0.01823
521.00,-0.01820
521.50,-0.01831
522.00,-0.01846
522.50,-0.01836
523.00,-0.01822
523.50,-0.01823
524.00,-0.01830
524.50,-0.01826
525.00,-0.01826
525.50,-0.01814
526.00,-0.01814
526.50,-0.01820
527.00,-0.01825
527.50,-0.01826
528.00,-0.01826
528.50,-0.01822
529.00,-0.01822
529.50,-0.01817
530.00,-0.01816
530.50,-0.01804
531.00,-0.01802
531.50,-0.01817
532.00,-0.01825
532.50,-0.01817
533.00,-0.01813
533.50,-0.01808
534.00,-0.01801
534.50,-0.01799
535.00,-0.01790
535.50,-0.01793
536.00,-0.01802
536.50,-0.01797
537.00,-0.01801
537.50,-0.01790
538.00,-0.01785
538.50,-0.01793
539.00,-0.01794
539.50,-0.01788
540.00,-0.01785
540.50,-0.01787
541.00,-0.01782
541.50,-0.01782
542.00,-0.01781
542.50,-0.01788
543.00,-0.01791
543.50,-0.01801
544.00,-0.01797
544.50,-0.01793
545.00,-0.01779
545.50,-0.01759
546.00,-0.01756
546.50,-0.01765
547.00,-0.01767
547.50,-0.01770
548.00,-0.01768
548.50,-0.01765
549.00,-0.01762
549.50,-0.01759
550.00,-0.01759
550.50,-0.01759
551.00,-0.01752
551.50,-0.01749
552.00,-0.01755
552.50,-0.01750
553.00,-0.01747
553.50,-0.01747
554.00,-0.01759
554.50,-0.01750
555.00,-0.01753
555.50,-0.01758
556.00,-0.01758
556.50,-0.01756
557.00,-0.01752
557.50,-0.01738
558.00,-0.01733
558.50,-0.01743
559.00,-0.01749
559.50,-0.01736
560.00,-0.01724
560.50,-0.01732
561.00,-0.01750
561.50,-0.01735
562.00,-0.01712
562.50,-0.01706
563.00,-0.01729
563.50,-0.01727
564.00,-0.01720
564.50,-0.01724
565.00,-0.01730
565.50,-0.01730
566.00,-0.01726
566.50,-0.01729
567.00,-0.01730
567.50,-0.01738
568.00,-0.01741
568.50,-0.01730
569.00,-0.01718
569.50,-0.01721
570.00,-0.01721
570.50,-0.01723
571.00,-0.01717
571.50,-0.01707
572.00,-0.01717
572.50,-0.01721
573.00,-0.01723
573.50,-0.01720
574.00,-0.01717
574.50,-0.01709
575.00,-0.01704
575.50,-0.01701
576.00,-0.01703
576.50,-0.01706
577.00,-0.01703
577.50,-0.01711
578.00,-0.01723
578.50,-0.01729
579.00,-0.01724
579.50,-0.01718
580.00,-0.01714
580.50,-0.01701
581.00,-0.01701
581.50,-0.01691
582.00,-0.01694
582.50,-0.01700
583.00,-0.01703
583.50,-0.01698
584.00,-0.01692
584.50,-0.01689
585.00,-0.01689
585.50,-0.01683
586.00,-0.01677
586.50,-0.01688
587.00,-0.01688
587.50,-0.01691
588.00,-0.01686
588.50,-0.01682
589.00,-0.01680
589.50,-0.01674
590.00,-0.01675
590.50,-0.01680
591.00,-0.01680
591.50,-0.01683
592.00,-0.01689
592.50,-0.01680
593.00,-0.01666
593.50,-0.01659
594.00,-0.01660
594.50,-0.01657
595.00,-0.01662
595.50,-0.01675
596.00,-0.01665
596.50,-0.01665
597.00,-0.01674
597.50,-0.01668
598.00,-0.01662
598.50,-0.01657
599.00,-0.01663
599.50,-0.01674
600.00,-0.01662
600.50,-0.01649
601.00,-0.01646
601.50,-0.01639
602.00,-0.01642
602.50,-0.01651
603.00,-0.01649
603.50,-0.01649
604.00,-0.01654
604.50,-0.01654
605.00,-0.01657
605.50,-0.01657
606.00,-0.01656
606.50,-0.01656
607.00,-0.01649
607.50,-0.01651
608.00,-0.01648
608.50,-0.01639
609.00,-0.01636
609.50,-0.01636
610.00,-0.01630
610.50,-0.01627
611.00,-0.01633
611.50,-0.01636
612.00,-0.01636
612.50,-0.01631
613.00,-0.01636
613.50,-0.01648
614.00,-0.01642
614.50,-0.01628
615.00,-0.01613
615.50,-0.01613
616.00,-0.01617
616.50,-0.01619
617.00,-0.01611
617.50,-0.01611
618.00,-0.01611
618.50,-0.01620
619.00,-0.01624
619.50,-0.01630
620.00,-0.01620
620.50,-0.01627
621.00,-0.01631
621.50,-0.01616
622.00,-0.01604
622.50,-0.01598
623.00,-0.01590
623.50,-0.01599
624.00,-0.01607
624.50,-0.01605
625.00,-0.01601
625.50,-0.01608
626.00,-0.01611
626.50,-0.01627
627.00,-0.01622
627.50,-0.01613
628.00,-0.01604
628.50,-0.01604
629.00,-0.01598
629.50,-0.01584
630.00,-0.01587
630.50,-0.01576
631.00,-0.01564
631.50,-0.01579
632.00,-0.01588
632.50,-0.01588
633.00,-0.01591
633.50,-0.01591
634.00,-0.01588
634.50,-0.01582
635.00,-0.01582
635.50,-0.01581
636.00,-0.01585
636.50,-0.01584
637.00,-0.01578
637.50,-0.01579
638.00,-0.01572
638.50,-0.01572
639.00,-0.01573
639.50,-0.01572
640.00,-0.01575
640.50,-0.01581
641.00,-0.01596
641.50,-0.01604
642.00,-0.01596
642.50,-0.01596
643.00,-0.01601
643.50,-0.01591
644.00,-0.01581
644.50,-0.01575
645.00,-0.01566
645.50,-0.01558
646.00,-0.01553
646.50,-0.01550
647.00,-0.01550
647.50,-0.01546
648.00,-0.01552
648.50,-0.01556
649.00,-0.01569
649.50,-0.01570
650.00,-0.01570
650.50,-0.01558
651.00,-0.01555
651.50,-0.01563
652.00,-0.01567
652.50,-0.01564
653.00,-0.01553
653.50,-0.01549
654.00,-0.01544
654.50,-0.01546
655.00,-0.01553
655.50,-0.01549
656.00,-0.01552
656.50,-0.01555
657.00,-0.01544
657.50,-0.01544
