1.934625244e+02,3.895673901e-03
1.936655121e+02,2.426292747e-03
1.938684998e+02,2.888875781e-03
1.940715179e+02,4.671180504e-04
1.942745514e+02,3.310642496e-04
1.944776001e+02,-2.281168709e-03
1.946806641e+02,3.786830930e-03
1.948837433e+02,1.365073142e-03
1.950868378e+02,2.045342233e-03
1.952899628e+02,1.365073142e-03
1.954930878e+02,1.664391602e-03
1.956962280e+02,1.800445374e-03
1.958993835e+02,2.671189606e-03
1.961025696e+02,3.038535069e-04
1.963057556e+02,1.800445374e-03
1.965089722e+02,-1.437635161e-03
1.967122040e+02,3.514723387e-03
1.969154358e+02,1.555548515e-03
1.971186981e+02,2.344660461e-03
1.973219757e+02,-2.675724681e-04
1.975252533e+02,1.963709947e-03
1.977285614e+02,9.024902247e-04
1.979318848e+02,3.242615610e-03
1.981352234e+02,7.664364530e-04
1.983385773e+02,7.664364530e-04
1.985419464e+02,-1.111106016e-03
1.987453461e+02,3.174588710e-05
1.989487457e+02,1.392283943e-03
1.991521606e+02,5.759610794e-04
1.993555908e+02,7.392256521e-04
1.995590515e+02,4.399073077e-04
1.997625122e+02,-2.471644199e-03
1.999660034e+02,7.936471957e-04
2.001694946e+02,3.038535069e-04
2.003730164e+02,1.283440855e-03
2.005765533e+02,1.773234573e-03
2.007800903e+02,3.854857932e-04
2.009836578e+02,1.582759316e-03
2.011872406e+02,3.977306187e-03
2.013908386e+02,1.637180801e-03
2.015944519e+02,1.120176283e-03
2.017980804e+02,-5.124693271e-04
2.020017242e+02,1.746023772e-03
2.022053833e+02,1.677996916e-04
2.024090576e+02,1.800445374e-03
2.026127472e+02,-2.403617254e-04
2.028164520e+02,2.507925034e-03
2.030201721e+02,-1.219949103e-03
2.032239227e+02,1.011333312e-03
2.034276733e+02,-2.308379626e-03
2.036314545e+02,3.024929669e-03
2.038352356e+02,2.222212206e-04
2.040390472e+02,2.494319633e-04
2.042428589e+02,-7.709715283e-05
2.044467010e+02,1.501127030e-03
2.046505585e+02,9.569117683e-04
2.048544159e+02,4.113359842e-03
2.050583038e+02,7.936471957e-04
2.052622070e+02,1.133781698e-04
2.054661255e+02,-3.764155263e-04
2.056700592e+02,2.807243494e-03
2.058740082e+02,1.038543996e-03
2.060779724e+02,2.916086465e-03
2.062819519e+02,2.766427351e-04
2.064859467e+02,9.024902247e-04
2.066899567e+02,-1.315186819e-04
